product_name,image_count,product_text
Hikari Cichlid Gold Sinking,1,"Description:
Great for oscars too! Hikari Cichlid Gold contains special color enhancers designed to bring out the natural beauty and proper form.

Net WT.:
342gPellet Size:MiniMedium

Features & Benefits:
High in Carotene and Ns GermHigh Protein Levels, Improving Growth RatesBrings out Natural, Brilliant Colors While Reducing Washed out ColorsColor enhancing, daily diet for all types of cichlids and larger tropical fish. Great for oscars too! Hikari® Cichlid Gold®  contains special color enhancers designed to bring out the natural  beauty and proper form. We utilize the highest grade of ingredients  formulated in exacting quantities to produce diets that will bring the  brilliant colors of your fish to life!Ingredients:Fish meal, wheat flour, flaked corn, brewers dried yeast, corn gluten meal, wheat starch, rice bran, spirulina, garlic, DL-methionine, astaxanthin, choline chloride, vitamin E supplement, L-ascorbyl-2-polyphosphate (stabilized vitamin C), inositol, d-calcium pantothenate, riboflavin, vitamin A supplement, thiamine mononitrate, pyridoxine hydrochloride, niacin, folic acid, vitamin D3 supplement, biotin, disodium phosphate, ferrous sulfate, magnesium sulfate, zinc sulfate, manganese sulfate, copper sulfate, calcium iodate, red 3, yellow 5 (artificial colors).Guaranteed Analysis:Crude Protein: Min. 40%Crude Fat: Min. 4%Crude Fiber: Max. 4%Moisture: Max. 10%Ash: Max. 15%Phosphorus: Min 1%Feeding:Feed two to three times daily the amount your fish will completely  consume in a few minutes. Care should be taken to avoid over-feeding and  always remove uneaten food after feeding period to avoid health  impacting water quality issues.Note:Cichlid Gold® contains higher  levels of natural ingredients which may cause a slight change in color  from one production lot to another. Rest assured because of our rigid  quality standards each package meets our superior nutritional  specification.Suitable For:Cichlids & Osca"
Hikari Sinking Wafers,1,"Description:
Sinking Wafers® were specifically developed for corydoras catfish, loaches and other bottom feeders after extensive research into their nutritional requirements and eating habits. Keep them active and in ideal form with Sinking Wafers®!

Net WT.:
50g110g

Features & Benefits:
High levels of marine and vegetable proteins bottom feeders prefer and love.A uniquely balanced combination of nutritious ingredients supplemented with the vitamins and minerals bottom feeders require to support their immune system.The extremely flavorful disc and aromatic ingredient blend will attract even the most finicky eater.Offer extreme digestibility thereby reducing the chances of water clouding.

Feeding:Feed the amount your pet will completely consume in 20 minutes. Care should be taken to avoid over-feeding and always remove any uneaten food after feeding period to avoid water clouding or health-impacting issues. Ideal for smaller bottom feeding fish including corydoras catfish and loaches. Note: Hikari® Tropical Sinking Wafers™ contains higher levels of natural ingredients which may cause a slight change in color from one production lot to another. Rest assured because of our rigid quality standards each package meets our superior nutritional specification.Ingredients:Fish meal, wheat germ meal, soybean meal, wheat flour, whole crushed silkworm pupae, dried seaweed meal, dried bakery product, brewers dried yeast, fish oil, krill meal, spirulina, garlic, DL-methionine, astaxanthin, choline chloride, vitamin E supplement, L-ascorbyl-2-polyphosphate (stabilized vitamin C), inositol, d-calcium pantothenate, riboflavin, vitamin A supplement, thiamine mononitrate, pyridoxine hydrochloride, niacin, folic acid, vitamin D3 supplement, biotin, disodium phosphate, ferrous sulfate, magnesium sulfate, zinc sulfate, manganese sulfate, copper sulfate, calcium iodate.*Guaranteed Analysis:Crude Protein Min. 36%Crude Fat Min. 9%Crude Fiber Max. 4%Moisture Max. 10%Ash Max. 16%Phosphorus Min. 0.8%Suitable For:Bottom Feede"
Shrimp Flakes,5,"Description:
NutriDiet Shrimp Flakes is a premium and nutritionally balanced diet formulated to meet the requirements of marine and freshwater fish.

Net WT.:
30g50g100gFeatures & Benefits:Ideal for carnivorous and omnivorous marine and fresh fish.High in marine protein and a rich assortment of vitamins and minerals.Contains probiotics, which reduce waste and benefit nutrient uptake as well as the immune system of fish and inverts.

Shrimp Flakes include both shrimp and krill, providing the fish with  maximum aquatic protein content to support healthy growth. They contains  a broad spectrum of all the important components needed in marine and  freshwater fish diets: protein, fat, carbohydrates, vitamins and  minerals. Also included in Shrimp Flakes is the Seachem’s product, GarlicGuard, which is not only a natural attractant, but also helps to protect the fish against bacterial and parasitic infections. Vitamin C is an especially important factor in the growth and health of aquatic animals, and is present in high levels in NutriDiet Shrimp Flakes. This vitamin is a cofactor in the processes necessary for the formation of connective tissue, scar tissue in wound repair, and bone matrix. In a natural diet, vitamin C is hard to obtain but critical in addressing healing and growth in many fish. Like all the formulas in the NutriDiet food line, Shrimp Flakes contain Chlorella Algae as an exceptional source of vitamins and minerals. This algae contains extremely high levels of enzymes, vitamins, and minerals including the full vitamin B complex. It is far superior to the Spirulina algae common to many flake foods available on the market.Shrimp Flakes contain probiotics which allow for more rapid and simplistic digestion of the partner nutrients. Less energy is required by the fish to digest the food. The food is more completely digested allowing for less waste production in the aquarium. This also allows for more nutrient uptake and increased immune function. Lastly, patent pending compounds complete the formulation to enhance immune function further as well as extend life potential, promote natural growth, and enhance the color of fish.Ingredients:Shrimp, Whole Fish Meal, Squid, Wheat Flour, Wheat Gluten, Plankton, Soy Protein Concentrate, Wheat Middlings, Xanthophyll, Brewers Dried Yeast, Fish Oil, Soy Lecithin, Chlorella Algae, Garlic, Iron Oxide, Vitamin E Supplement, Stabilized Vitamin C, Inositol, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine HCL, Riboflavin Supplement, Thiamine Mononitrate, Menadione Sodium Bisulfite Complex (Vitamin K), Folic Acid, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Ethylenediamine Dihydriodide, Sodium Selenite, Choline Chloride, Calcium Propionate, Beta Carotene, Bacillus Subtilis, Bacillus Lichenformis, Bacillus Pumilus.Probiotics: 2,000,000 CFU/g (B. Subtilis, B. Lichenformis, B. Pumilus) time release.Guaranteed Analysis:Crude Protein Min. 54%Crude Fat Min. 11%Crude Fiber Max. 3%Moisture Max. 4%Ash Max. 1%Phosphorus Min. 11%Suitable for:Carnivorous and Omnivorous Marine and Fresh fi"
Nutridiet Cichlid Flake,1,"Description:
NutriDiet Cichlid Flakes are formulated to provide all essential nutrients for all Cichlids.

Net WT.:
30g50g100gFeatures & Benefits:Complete, hormone-free, colour-enhancing diet for Cichlids.Fortified with GarlicGuard, Chlorella Algae, and Vitamin C.

Contains probiotics, which reduce waste and benefit nutrient uptake as well as the immune system of fish and inverts.The diet focuses on a high Chlorella Algae content. Chlorella Algae  is an exceptional source of a broad range of vitamins, amino acids, as  well as all other nutrients required for all animal life. It is  considered a potential super food that far surpasses the nutrients  delivered by Spirulina Algae common to other diets. Additionally,  Cichlid Flakes contain GarlicGuard  as an appetite stimulant and a natural antibacterial/antiparasitic  product to thwart these internal infections common to many of the  African Cichlid species.Vitamin C allows for enhanced immune function and collagen production and thereby tissue repair and growth. This addresses common issues of hole in the head, lateral line, and simple aggression amongst Cichlids. Natural color enhancers assist in making the most of potential color of fish.Cichlid Flakes also contain probiotics which allow for more rapid and simplistic digestion of the partner nutrients. Less energy is required by the fish to digest the food. The food is more completely digested allowing for less waste production in the aquarium. This also allows for more nutrient uptake and increased immune function. Lastly, patent pending compounds complete the formulation to enhance immune function further as well as extend life potential, promote natural growth, and enhance the color of fish.Ingredients:Whole Fish Meal, Wheat Flour, Soy Protein Concentrate, Wheat Gluten, Chlorella Algae, Squid, Garlic, Brewers Dried Yeast, Xanthophyll, Fish Oil, Soy Lecithin, Iron Oxide, Calcium Carbonate, Vitamin E Supplement, Stabilized Vitamin C, Inositol, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine HCL, Riboflavin Supplement, Thiamine Mononitrate, Menadione Sodium Bisulfite Complex (Vitamin K), Folic Acid, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Ethylenediamine Dihydriodide, Sodium Selenite, Choline Chloride, Calcium Propionate, Beta Carotene, Bacillus Subtilis, Bacillus Lichenformis, Bacillus Pumilus.Probiotics:2,000,000 CFU/g (B. Subtilis, B. Lichenformis, B. Pumilus) time releaseGuaranteed Analysis:Crude Protein Min. 56%Crude Fat Min. 10%Crude Fiber Max. 2%Moisture Max. 4%Ash Max. 10%Phosphorus Min. 1%Suitable For:Cichlids All Typ"
Nutridiet Discus Flake,1,"Description:
NutriDiet Discus Flakes is a premium and nutritionally balanced diet formulated to meet the requirements of all discus.

Net WT.:
30g50g100gFeatures & Benefits:High in protein and a rich assortment of vitamins and minerals.Enhanced with GarlicGuard to attract finicky eaters and enhance palatability.

Contains probiotics, which reduce waste and benefit nutrient uptake as well as the immune system of fish and inverts.It contains only the highest quality ingredients including fish, squid, and earthworms. As with all of the Seachem NutriDiets, Discus Flakes have Chlorella Algae as an exceptional source of a broad range of vitamins, amino acids as well as all other nutrients required for animal life. Chlorella Algae is considered a potential super food that far surpasses the nutrients delivered by Spirulina Algae common to other diets. Additionally, Discus Flakes contain GarlicGuard as an appetite stimulant and a natural antibacterial/antiparasitic product to protect against a myriad of infections and infestations of bacteria and parasites.Vitamin C allows for enhanced immune function and collagen production and thereby tissue repair and growth. Natural color enhancers assist in making the most of the potential color of any discus.Discus Flakes also contain probiotics which allow for more rapid and simplistic digestion of the partner nutrients. Less energy is required by the fish to digest the food. The food is more completely digested which reduces unnecessary waste in the system and better overall health of the discus. This also allows for more nutrient uptake and increased immune function. Lastly, patent pending compounds complete the formulation to enhance immune function further as well as extend life potential, promote natural growth, and enhance the color of fish.Ingredients:Whole Fish Meal, Wheat Flour, Squid, Wheat Gluten, Soy Protein Concentrate, Brewers Dried Yeast, Wheat Middlings, Xanthophyll, Fish Oil, Soy Lecithin, Earthworms, Chlorella Algae, Garlic, Iron Oxide, Calcium Carbonate, Vitamin E Supplement, Stabilized Vitamin C, Inositol, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine HCL, Riboflavin Supplement, Thiamine Mononitrate, Menadione Sodium Bisulfite Complex (Vitamin K), Folic Acid, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Ethylenediamine Dihydriodide, Sodium Selenite, Choline Chloride, Calcium Propionate, Beta Carotene, Bacillus Subtilis, Bacillus Lichenformis, Bacillus Pumilus.Probiotics: 2,000,000 CFU/g (B. Subtilis, B. Lichenformis, B. Pumilus) time release.Guaranteed Analysis:Crude Protein Min. 46%Crude Fat Min. 12%Crude Fiber Max. 2%Moisture Max. 5%Ash Max. 10%Phosphorus Min. 1%Suitable For:Discus All Typ"
Nutridiet Goldfish Flake,1,"Description:
NutriDiet Goldfish Flakes are formulated to provide all essential nutrients for all Goldfish.

Net WT.:
30g50g100gFeatures & Benefits:High in protein and a rich assortment of vitamins and minerals.Fortified with GarlicGuard, Chlorella Algae, and Vitamin C.Contains probiotics, which reduce waste and benefit nutrient uptake as well as the immune system of fish and inverts.

As with all of the Seachem NutriDiets, Goldfish Flakes have Chlorella Algae as an exceptional source of a broad range of vitamins, amino acids as well as all other nutrients required for animal life. Chlorella Algae is considered a potential super food that far surpasses the nutrients delivered by Spirulina Algae common to other diets. Additionally, Goldfish Flakes contain GarlicGuard as an appetite stimulant and a natural antibacterial/antiparasitic product to protect against a myriad of infections and infestations of bacteria and parasites.Vitamin C allows for enhanced immune function and collagen production and thereby tissue repair and growth. Natural color enhancers assist in making the most of the potential color of any goldfish.Goldfish Flakes also contain probiotics which allow for more rapid and simplistic digestion of the partner nutrients. Less energy is required by the fish to digest the food. The food is more completely digested which reduces unnecessary waste in the system which is common to keeping Goldfish. This also allows for more nutrient uptake and increased immune function. Lastly, patent pending compounds complete the formulation to enhance immune function further as well as extend life potential, promote natural growth, and enhance the color of fish.Ingredients:Whole Fish Meal, Wheat Middlings, Wheat Gluten, Wheat Flour, Soy Protein Concentrate, Brewers Dried Yeast, Xanthophyll, Fish Oil, Soy Lecithin, Chlorella Algae, Garlic, Vitamin E Supplement, Stabilized Vitamin C, Inositol, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine HCL, Riboflavin Supplement, Thiamine Mononitrate, Menadione Sodium Bisulfite Complex (Vitamin K), Folic Acid, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Ethylenediamine Dihydriodide, Sodium Selenite, Choline Chloride, Calcium Propionate, Beta Carotene, Bacillus Subtilis, Bacillus Lichenformis, Bacillus Pumilus.Probiotics:2,000,000 CFU/g (B. Subtilis, B. Lichenformis, B. Pumilus) time release.Guaranteed Analysis:Crude Protein Min. 52%Crude Fat Min. 10%Crude Fiber Max. 1%Moisture Max. 4%Ash Max. 8%Phosphorus Min. 1%Suitable For:Gold Fish All Typ"
Nutridiet Tropical Flake,1,"Description:
NutriDiet Tropical Flakes are formulated to provide all essential nutrients for all tropical fish.

Net WT.:
30g50g100gFeatures & Benefits:High in protein and a rich assortment of vitamins and minerals.Fortified with GarlicGuard, Chlorella Algae, and Vitamin C.Contains probiotics, which reduce waste and benefit nutrient uptake as well as the immune system of fish and inverts.

As with all of the Seachem NutriDiets, Tropical Flakes have Chlorella Algae as an exceptional source of a broad range of vitamins, amino acids as well as all other nutrients required for animal life. Chlorella Algae is considered a potential super food that far surpasses the nutrients delivered by Spirulina Algae common to other diets. Additionally, Tropical Flakes contain GarlicGuard as an appetite stimulant and a natural antibacterial/antiparasitic product to protect tropical fish from the myriad of infections and infestations of bacteria and parasites.Vitamin C allows for enhanced immune function and collagen production and thereby tissue repair and growth. Natural color enhancers assist in making the most of the potential color of any tropical fish.Tropical Flakes also contain probiotics which allow for more rapid and simplistic digestion of the partner nutrients. Less energy is required by the fish to digest the food. The food is more completely digested allowing for less waste production in the aquarium. This also allows for more nutrient uptake and increased immune function. Lastly, patent pending compounds complete the formulation to enhance immune function further as well as extend life potential, promote natural growth, and enhance the color of fish.Ingredients:Whole Fish Meal, Wheat Flour, Wheat Gluten, Soy Protein Concentrate, Wheat Middlings, Squid, Brewers Dried Yeast, Xanthophyll, Fish Oil, Soy Lecithin, Chlorella Algae, Garlic, Vitamin E Supplement, Stabilized Vitamin C, Inositol, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine HCL, Riboflavin Supplement, Thiamine Mononitrate, Menadione Sodium Bisulfite Complex (Vitamin K), Folic Acid, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Ethylenediamine Dihydriodide, Sodium Selenite, Choline Chloride, Calcium Propionate, Beta Carotene, Bacillus Subtilis, Bacillus Lichenformis, Bacillus Pumilus.Probiotics: 2,000,000 CFU/g (B. Subtilis, B. Lichenformis, B. Pumilus) time release.Guaranteed Analysis:Crude Protein Min. 48%Crude Fat Min. 8%Crude Fiber Max. 2%Moisture Max. 4%Ash Max. 8%Phosphorus Min. 1%Suitable For:Tropical Fish All Typ"
Brine Shrimp Eggs in Sea Salt Premix,1,"Description:
Ocean Nutrition Brine Shrimp Eggs are ready steady hatch!  The all in one solution to start hatching nauplii.

Features & Benefits:
The perfect mix of Artemia Cysts and sea salt. Available for 1 litre or 2 litres of water.Innovative Nitro Pak inner package assures a great hatch (> 90% hatching percentage).Ideal for reef tanks and baby fish.

Ready steady hatch!  The all in one solution to start hatching nauplii.   Forget scales and salt, we have prepared the perfect mix for you.  Contains the ideal mix of Brine Shrimp Eggs and sea salt for 1 litre (28  gram sea salt and 2 gram of Artemia Cysts) or 2 litres of water(47 gram  sea salt and 3 gram of Artemia Cysts). Simply add fresh water, aerate  vigorously and you are ready to start hatching.Ingredients:Brine Shrimp Eggs, Sea Salt.Usage:Feed according to nutritional needs.Suitable for:Baby fish and Reef tank"
Instant Baby Brine Shrimp,1,"Description:
New Life Spectrum Tropical Fish Diet.

Features & Benefits:
Baby brine shrimp (nauplii of Artemia salina) are widely used in the aquarium hobby as food during the first stages of many delicate fishes and for invertebrates. To this date, there has been little or no innovation in the use of Baby Brine Shrimp in the hobby.

The whole process of hatching brine shrimp cysts at home can be tedious and cumbersome. More often than not, due to variables such as improper storage, the hatching rate can be rather disappointing. The next challenge facing the hobbyist is synchronizing the hatching time with first feeding of the fry. Those days are over. Ocean Nutrition has developed the Instant Baby Brine Shrimp, a revolutionary off the shelf product that allows you to use brine shrimp when and where you need them. The product consists entirely of sterile newborn nauplii in an aqueous solution. The nauplii have a very good buoyancy, as if you are dealing with a live product!!The product can be kept and stored at room temperature. Once open, the product must be kept in the refrigerator. To avoid any quality issues make sure that the security strip is complete at the time of purchase.Ingredients:Baby Brine Shrimp (Artemia nauplii).Suitable For:Delicate small fish, fish fry and invertebrate"
New Life Spectrum Tropical Fish Diet,5,"Description:
New Life Spectrum Tropical Fish Diet.

Pellet Size:
RegularMediumLargeNet Wt.:80g150g300g600g2.2kg

Features & Benefits:
Easy to digest protein from whole Krill and whole Herring - without soybean products!Formulated for all types of omnivore , herbivore and carnivore feeders.High nutrition density for less waste and cleaner water.Enhances the full spectrum of your fish's colour. Ingredients:Whole Fish, Whole Antarctic Krill, Chlorella Algae, Whole Wheat Flour, Omega-3, Ulva Seaweed, Spirulina, Kelp, Garlic, Alfalfa, Mollusk, Fruit Extract, Vegetable Extract, Beta Carotene, Vitamin A Acetate, Vitamin D Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Niacin, Folic Acid, Biotin, Thiamine, Riboflavin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, L-Ascorby-2-Polyphosphate (Stable C), Choline Chloride, Ethylenediamine Dihydroiodide, Cobalt Sulfate, Ferrous Sulfate, and Manganese Sulfate.Guaranteed Analysis:Crude Protein: Min. 37%Crude Fat: Min. 8%Crude Fiber: Max. 7%Moisture: Min. 10%Ash: Max. 10%Usage:Feed Twice Daily. Amount given should be completely consumed withing 1-2 minutes.Suitable For:Omnivore, Carnivore & Herbivore Tropical Fi"
New Life Spectrum Discus,4,"Description:New Life Spectrum Discus is easy to digest whole antarctic krill, squid and fish protein.Net Wt.:80g150g300gFeatures & Benefits:Formulated for all types of Discus.High nutrition density for less waste and cleaner water.Enhances the full spectrum of your fish's colour.

Ingredients:Whole Antarctic Krill, Whole Fish, Whole Wheat Flour, Ulva Seaweed, Chlorella Algae, Beta Carotene, Spirulina, Kelp, Garlic, Alfalfa, Scallops, Omega-3 Fish Oil, Wakame Seaweed, Spinosum Seaweed, Vitamin A Acetate, Vitamin D Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Niacin, Folic Acid, Biotin, Thiamine Hydrochloride, Riboflavin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, L-Ascorby-2-Polyphosphate (Vitamin C), Choline Chloride, Ethylenediamine Dihydroiodide, Cobalt Sulfate, Ferrous Sulfate and Manganese Sulfate.Guaranteed Analysis:Crude Protein: Min. 40%Crude Fat: Min. 10%Crude Fiber: Max. 7%Moisture: Min. 10%Usage:Feed Twice Daily. Amount given should be completely consumed within 1-2 minutes.Suitable For:Discus Fi"
New Life Spectrum Betta,1,"Description:New Life Spectrum BettaFeatures & Benefits:Easy to digest protein from whole Krill and whole Herring - without soybean products!High nutrition density for less waste and cleaner water.Enhances the full spectrum of your fish's colour.

Ingredients:Whole Antarctic Krill, Whole Herring, Whole Wheat Flour, Ulva Seaweed, Chlorella Algae, Beta Carotene, Kelp, Garlic, Omega-3 Fish Oils, Alfalfa, Scallops, Spirulina, Wakama Seaweed, Spinosum seaweed, Vitamin A Acetate, Vitamin D Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Niacin, Folic Acid, Biotin, Thamine Hydrochloride, Riboflavin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, L-Ascorbyl-2-Polyphosphate (Vitamin C), Choline Chloride, Ethylenediamine Dihydroiodide, Cobalt Sulfate, Ferrous Sulfate, Manganese Sulfate.Guaranteed Analysis:Crude Protein: Min. 37%Crude Fat: Min. 5%Crude Fiber: Max. 4%Moisture: Min. 10%Usage:Feed Twice Daily. Amount given should be completely consumed within 1-2 minutes.Suitable For:Betta Fi"
New Life Spectrum Cichlid,1,"Description:New Life Spectrum CichlidNet Wt.:80g150g300g2.2kgFeatures & Benefits:1mm - 1.5mm Sinking PelletsGreat Natural Colour Enhancing Fish FoodNo Added HormonesGreat Daily Diet for All Cichlids

Ingredients:Whole Antarctic Krill, Whole Fish, Whole Wheat Flour, Ulva Seaweed, Chlorella Algae, Beta Carotene, Spirulina, Kelp, Garlic, Alfalfa, Scallops, Omega-3 Fish Oil, Wakame Seaweed, Spinosum Seaweed, Vitamin A Acetate, Vitamin D Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Niacin, Folic Acid, Biotin, Thiamine Hydrochloride, Riboflavin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, L-Ascorby-2-Polyphosphate (Vitamin C), Choline Chloride, Ethylenediamine Dihydroiodide, Cobalt Sulfate, Ferrous Sulfate and Manganese Sulfate.Guaranteed Analysis:Crude Protein: Min. 37%Crude Fat: Min. 8%Crude Fiber: Max. 7%Moisture: Min. 10%Usage:Feed Twice Daily. Amount given should be completely consumed within 1-2 minutes.Suitable For:Cichlid"
New Life Spectrum Grow,1,"Description:New Life Spectrum GrowNet Wt.:60g140g2.1kgFeatures & Benefits:Easy to digest protein from whole Krill and whole Herring.Formulated for all types of omnivore, herbivore and carnivore cichlids.High nutrition density for less waste and cleaner water. 

Ingredients:Whole Fish, Whole Antarctic Krill, Chlorella Algae, Whole Wheat Flour, Omega-3, Ulva Seaweed, Spirulina, Kelp, Garlic, Alfalfa, Mollusk, Fruit Extract, Vegetable Extract, Beta Carotene, Vitamin A Acetate, Vitamin D Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Niacin, Folic Acid, Biotin, Thiamine, Riboflavin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, L-Ascorby-2-Polyphosphate (Stable C), Choline Chloride, Ethylenediamine Dihydroiodide, Cobalt Sulfate, Ferrous Sulfate and Manganese Sulfate.Guaranteed Analysis:Crude Protein: Min. 50%Crude Fat: Min. 9%Crude Fiber: Max. 5%Moisture: Min. 10%Ash: Max. 8%Usage:Feed only the amount that your fish will consume within several hours.Suitable For:Omnivore, Carnivore & Herbivo"
New Life Spectrum Thera +A,5,"Description:New Life Spectrum Thera +APellet Size:SmallRegularMediumLargeJumboNet Wt.:60g1500g300g600g2.2kg

Features & Benefits: 

Easy to digest protein from whole Krill and whole Herring - without soybean products!Formulated for all types of omnivore , herbivore and carnivore cichlids.High nutrition density for less waste and cleaner water.Enhances the full spectrum of your fish's colour.

Ingredients:Whole Antarctic Krill, Whole Fish, Whole Wheat Flour, Ulva Seaweed, Chlorella Algae, Garlic, Beta Carotene, Spirulina, Omega-3 Fish Oil, Alfalfa, Scallops, Wakame Seaweed, Spinosum Seaweed, Vitamin A Acetate, Vitamin D Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Niacin, Folic Acid, Biotin, Thiamine Hydrochloride, Riboflavin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, L-Ascorby-2-Polyphosphate (Vitamin C), Choline Chloride, Ethylenediamine Dihydroiodide, Cobalt Sulfate, Ferrous Sulfate and Manganese Sulfate.Guaranteed Analysis:Crude Protein: Min. 38%Crude Fat: Min. 7%Crude Fiber: Max. 5%Moisture: Min. 10%Ash: Max. 8%Usage:Feed Twice Daily. Amount given should be completely consumed within 1-2 minutes.Suitable For:Omnivore, Carnivore & Herbivore Tropical Fi"
New Life Spectrum Gel Mix All Purpose,1,"Description:New Life Spectrum Gel Mix All PurposeNet Wt.:120gFeatures & Benefits:New Life Spectrum Gel Mix 120g - All Purpose. Simple to mix to create a firm, water-stable, highly scented soft gel food providing a complete diet for even finicky eaters and grazing fish. 

New Life Spectrum® food is made with high quality, easily digestible South Antarctic Krill, Herring, and several all-natural color-enhancing ingredients for a balanced diet that boosts immune system function and enhances the full spectrum of your fish’s color. With the belief that all fish require a complete and fully balanced varied diet, New Life also contains Algae Meal, that consists of Seaweed, Kelp, and Haematococcus pluvialis (a micro algae), a premium grade of natural Spirulina, as well as a fruit & vegetable extract.The New Life Spectrum Nutri/Gel mixes in minutes and is water stable. The high-density, color-enhancing formula is great for any marine/reef fish. It is also a great way to incorporate medication and/or other ingredients to tailor the food mix to your needs.Ingredients:Whole Antarctic Krill, Giant Squid, Agar, Whole Mehaden Fish, Spirulina, Chorella Algae, Omega-3 Fish Oil, Whole Wheat Flour, Astaxanthin, Spirulina, Marigold, Zeaxanthin, Capsanthin, Ulva & Red Seaweed, Kelp, Ginger, Garlic, Bentonite Clay, Sea Salt, Vitamin A Acetate, Vitamin D Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Niacine, Folic Acid, Biotin, Thiamine, Riboflavin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, L-Ascorby-2-Polyphosphate (Vitamin C), Choline Chloride, Ethylenediamine Dihydroiodide, Cobalt Sulfate, Ferrous Sulfate, Manganese Sulfate.Guaranteed Analysis:Crude Protein: Min. 40%Crude Fat: Min. 9%Crude Fiber: Max. 6%Moisture: Min. 10%Usage:Feed only the amount instructed for your fish.Suitable For:All Fi"
New Life Spectrum Gel Mix Algaemax,4,"Description New Life Spectrum Gel Mix Algae MaxNet Wt.:120gFeatures & Benefits:AlgaeMax has a wide variety of Green natural plant matter, including Chlorella Algae, Spirulina, Ulva, Wakame Seaweed, Red Seaweed, Kelp, Chondrus Crispus, Spinosum Seaweed, Eucheuma cottonii.

With 9 different green natural foods delivering a wide range of various nutrients promoting health, colouring and providing a variety of nutrients.Rather than a normal herbivore diet containing just a single source like seaweed or kelp.With a one ingredient green diet will not have all the nutrition needed for healthy herbivores.Your fish require a good range vegetable matter to help give the sources found in the plant diversity in their natural diets which helps to prevent digestive problems for fish.New Life Spectrum is the complete herbivore nutrition dietary solution for herbivore aquarium fish. Guaranteed Analysis:Crude Protein: Min. 32%Crude Fat: Min. 5%Crude Fiber: Max. 10%Moisture: Min. 10%Usage:Feed only the amount instructed for your fish.Suitable For:Herbivo"
Tetracolor Tropical Crisps,1,"Description:Crisps with a concentrated color-enhancing center. Promotes the fish’s naturally intense colors. Perfect as a supplement to TetraMin Tropical Crisps.Net Wt.:38g78gFeatures & Benefits:Uniquely-shaped premium tropical aquarium fish food with concentrated centers.Uniform crisp size allows easy monitoring to take the guesswork out of feeding your fish.Fortified fish food improves tank clarity, feeding convenience and fish appearance and acceptance.

Ingredients:Fish meal, dried  yeast, cornstarch, shrimp meal, wheat gluten, ground brown rice, potato  protein, soybean oil, de-hulled soybean meal, fish oil, guar gum, dried  skimmed milk, sorbitol, algae meal, lecithin, krill, L-carnitine,  ascorbic acid (source of Vitamin C), inositol, niacin,  l-ascorbyl-2-polyphosphate (stabilized Vitamin C), a-tocopherol-acetate  (source of Vitamin E), riboflavin-5-phosphate, d-calcium pantothenate,  thiamine mononitrate, pyridoxine hydrochloride, Vitamin A palmitate,  folic acid, menadione sodium bisulfite complex, biotin, cyanocobalamin  (source of Vitamin B12), cholecalciferol (source of Vitamin D3),  manganese sulfate, zinc sulfate, ferrous sulfate, cobalt nitrate. Color  includes: canthaxanthin, blue 2 lake, red 3 dye, yellow 5 lake, yellow 6  lake. Ethoxyquin and citric acid both as preservatives. Guaranteed Analysis:Crude Protein: Min. 46%Crude Fat: Min. 12%Crude Fiber: Max. 3%Moisture: Min. 9%Phosphorous: Min. 1%Usage:Feed two to three times daily only as much as your fish can consume within several minute"
